affinity_id,chemical_entity_id,affinity_type,affinity_symbols,affinity_value,affinity_unit,description,source,created_at,updated_at
CHAF00060,CC00143,IC50,=,518 ± 37.5,nM,"To assess the binding affinity of [RGD-Glu-[natCu-NO2A]-6 -Ahx-RM2] for αvβ3, a competitive displacement was performed in αvβ3-expressing, human, glioblastoma U87-MG cells using 125 IEchistatin as the radioligand.",,,
CHAF00061,CC00143,IC50,=,77 nM,nM,The affinity of the compounds for integrin αvβ3 was evaluated by solid-phase binding assay.,,,
CHAF00062,LIG00103,IC50,=,16 nM,nM,The affinity of the compounds for integrin αvβ3 was evaluated by solid-phase binding assay.,,,
CHAF00063,CC01020,IC50,=,14±2,nM,"The affinity of αvβ6 for integrin was determined by competitive binding ELISA using biotinylated LAP for detection, to determine the half-maximal inhibitory concentration (IC50)",,,
CHAF00064,CC01021,IC50,=,19±5,nM,"The affinity of αvβ6 for integrin was determined by competitive binding ELISA using biotinylated LAP for detection, to determine the half-maximal inhibitory concentration (IC50)",,,
CHAF00065,CC01023,IC50,=,50,nM,High affinity for integrin αvβ3,,,
CHAF00066,CC00147,IC50,=,350,nM,Competitive binding assay with 125I-echistatin,,,
CHAF00067,CC00148,IC50,=,408,nM,Competitive binding assay with 125I-echistatin,,,
CHAF00068,CC00149,IC50,=,78,nM,Competitive binding assay with 125I-echistatin,,,
CHAF00069,CC00183,IC50,=,22,nM,Competitive binding assay with 125I-echistatin,,,
CHAF00070,LIG00102,IC50,=,159 . 5 ± 1 . 3,nM,The binding affinity of compounds to the integrin αvβ3 receptor was evaluated via competitive cell binding assays in αvβ3-positive U-87MG glioblastoma cell line.,,,
CHAF00071,CC01026,ki,=,1.69,nM,Saturation binding assay and competition binding assay were conducted on BxPC-3,,,
CHAF00072,CC01026,ki,=,9.46,nM,Saturation binding assay and competition binding assay were conducted on  Capan-2 cell lines,,,
CHAF00073,CC01026,kd,=,0.3,nM,Saturation binding assay and competition binding assay were conducted on BxPC-3  cell lines,,,
CHAF00074,CC01026,kd,=,0.75,nM,Saturation binding assay and competition binding assay were conducted on  Capan-2 cell lines,,,
CHAF00075,LIG00187,IC50,=,5.2 ± 1.9,nM,,,,
CHAF00076,CC01028,KD,=,7,nM,,,,
CHAF00077,CC01009,IC50,=,2.35 ± 0.75,nM,,,,
CHAF00078,CC00151,IC50,=,5.88 ± 0.35,nM,,,,
CHAF00079,CC00152,IC50,=,3.23 ± 0.78 nM,nM,,,,
CHAF00080,LIG00102,IC50,=,46.12±7.49,nM,,,,
CHAF00081,CC00150,IC50,=,16.1±3.1,nM,All three peptide conjugates inhibited the binding of 125I-echistatin (integrin αv β3 specific)  to U87MG cells in a concentration dependent  manner.,,,
CHAF00082,CC00153,IC50,=,60.1±7.6,nM,All three peptide conjugates inhibited the binding of 125I-echistatin (integrin αv β3 specific)  to U87MG cells in a concentration dependent  manner.,,,
CHAF00083,CC00154,IC50,=,218±28,nM,All three peptide conjugates inhibited the binding of 125I-echistatin (integrin αv β3 specific)  to U87MG cells in a concentration dependent  manner.,,,
CHAF00084,CC01031,IC50,=,93.36±5.50,nM,The displacement curves of isoDGR against the binding of 125I-c(phg-isoDGRy)on U87MG cells.,,,
CHAF00085,CC01032,IC50,=,13.63±0.56,nM,The displacement curves of 2PisoDGR2 against the binding of 125I-c(phg-isoDGRy)on U87MG cells.,,,
CHAF00086,LIG00513,IC50,＜,2,PM,High affinity for α4β1 integrin ,,,
CHAF00087,CC00172,log EC₅₀,=,2.07,ng/mL,The binding ability of DF-hCD103 to unmodified antibody was determined using a cell-based ELISA method using CHO cells transfected with CD103/β7. ,,,
CHAF00088,CC00175,KD,=,0.21 ± 0.06,nM,Measured by SPR for human integrin α5β1; higher affinity than QM-2301 due to cysteine modification,,,
CHAF00089,CC00177,IC50,=,2.49,nM,PC-3 and LNCaP cells were incubated separately with different concentrations of lIP-L/cIP-L together with [⁶⁸Ga]Ga-PSMA-617 to evaluate their affinity for integrin α₂β₁.,,,
CHAF00090,CC00177,IC50,=,9.02,nM,PC-3 and LNCaP cells were incubated separately with different concentrations of lIP-L/cIP-L together with [⁶⁸Ga]Ga-PSMA-617 to evaluate their affinity for PSMA.,,,
CHAF00091,CC00178,IC50,=,158.1±17.6,nM,Competitive binding of [125I]I-c(RGDyK) with integrin αvβ3,,,
CHAF00092,CC00179,IC50,=,158.1±17.6,nM,Competitive binding of [125I]I-c(RGDyK) with integrin αvβ3,,,
CHAF00093,LIG00133,IC50,=,43.6 ±  7.3,nM,"Binding affinities of RGD containing peptides (1,5a,6a,and 8)for integrin αvβ3 were assessed via competitive binding assays using U-87MG cells.",,,
CHAF00094,CC00180,IC50,=,33.9± 12.5,nM,"Binding affinities of RGD containing peptides (1,5a,6a,and 8)for integrin αvβ3 were  assessed via competitive binding assays using U-87MG cells. ",,,
CHAF00095,CC00182,IC50,=,60.6 ±  12.6,nM,Competitive binding of the compounds to integrin αvβ3 expressed on the surface of U-87MG cells.,,,
CHAF00096,CC01045,Kd,=,5.2 ± 1.0,nM,,,,
CHAF00097,CC01010,IC50,=,6.2 ± 0.4 nM (for 2),nM,,,,
CHAF00098,CC01063,IC50,=,2.72 ± 0.15,nM,Inhibition of 125I-HYK binding to BxPC-3 cells,,,
CHAF00099,CC00193,KD,=,27.9±6.8,nM,"The NOTA-RGD conjugate was examined in vitro for its ability to inhibit the binding of biotinylated vitronectin to the isolated, immobilized αv β3 receptor. The functionalized  cyclic pentapeptide NOTA-RGD displayed a binding affinity toward αv β3 integrin (27.9±6.8 nM) comparable to that of the reference ligand DB58 (20.2±1.9 nM) indicating that  the conjugation of NOTA to the RGD did not substantially  change the affinity for the integrin αv β3 ",,,
CHAF00100,LIG00145,KD,=,20.2±1.9,nM,"The NOTA-RGD conjugate was examined in vitro for its ability to inhibit the binding of biotinylated vitronectin to the isolated, immobilized αv β3 receptor. The functionalized  cyclic pentapeptide NOTA-RGD displayed a binding affinity toward αv β3 integrin (27.9±6.8 nM) comparable to that of the reference ligand DB58 (20.2±1.9 nM) indicating that  the conjugation of NOTA to the RGD did not substantially  change the affinity for the integrin αv β3 ",,,
CHAF00101,CC00194,KD,=,3.37±0.84,nM,In vitro integrin αvβ3binding affinity determined by displacing 125I−c(RGDyK) on U87MG cells ,,,
CHAF00102,CC01078,KD,=,33.96±2.17,nM,In vitro competition binding assay using 125I-echistatin on U87MG cells,,,
CHAF00103,CC00195,KD,=,66.38±3.75,nM,In vitro competition binding assay using 125I-echistatin on U87MG cells,,,
CHAF00104,CC02178,IC50,=,3.09 ± 0.34,nM,IC50 of [RGD-Glu-[natCu-NO₂A]-6-Ahx-RM2] for GRPr in PC-3 cells (using 125I-[Tyr⁴]BBN as radioligand) is 3.09 ± 0.34 nM.,,,
CHAF00105,CC02178,IC50,=,518 ± 37.5,nM, IC50 for αvβ3 integrin in U87-MG cells (using 125I-Echistatin as radioligand) is 518 ± 37.5 nM.,,,
CHAF00106,CC01081,KD,=,16.15 ± 2.77,nM,Determined by competitive binding assay using 125I-c(RGDyK) (for integrin αvβ3 on U87MG cells),,,
CHAF00107,CC01081,KD,=,92.75 ± 3.53 nM,nM,Determined by competitive binding assay using  125I-[Tyr⁴]BBN (for GRPR on PC-3 cells),,,
CHAF00108,CC00198,KD,=,7 .37 ± 0 .05,nM,Determined on αvβ3-expressing M21 human melanoma cells against 125I-echistatin,,,
CHAF00109,CC01084,KD,=,20±4,nM,"Binding affinity to αvβ3 integrin expressed on U87MG glioblastoma cells, determined by competition assays with 125I-labeled echistatin|None|Not provided",,,
CHAF00110,CC00202,IC50,=,43.75±4.82,nM,The affinity of the compounds for integrin αvβ3 was evaluated in U87MG cells.,,,
CHAF00111,CC00202,IC50,=,60.08±6.53,nM,The affinity of the compounds for integrin NRP-1 was evaluated in U87MG cells.,,,
CHAF00112,LIG00102,IC50,=,46.75±4.40,,,,,
CHAF00113,CC00130,IC50,=,48.53±6.95,,,,,
CHAF00114,LIG00148,IC50,=,60.08±6.53,,The affinity of the compounds for integrin NRP-1 was evaluated in U87MG cells.,,,
CHAF00115,CC01089,IC50,=,444 ± 41,nM,Competitive binding with 125I-echistatin,,,
CHAF00116,CC00203,IC50,=,288 ± 66,nM,Competitive binding with 125I-echistatin,,,
CHAF00117,CC01091,IC50,=,119.2,nM,Competitive binding assay vs. 125I-echistatin in U87MG cells,,,
CHAF00118,CC00210,IC50,=,82.7,nM,Competitive binding assay vs. 125I-echistatin in U87MG cells,,,
CHAF00119,LIG00103,IC50,=,204 ± 76,nM,Competitive binding assay vs. 125I-echistatin in U87MG cells,,,
CHAF00120,CC01093,IC50,=,171,nM,Competitive binding vs. 125I-echistatin in U87MG cells,,,
CHAF00121,CC01094,IC50,=,218,nM,Competitive binding vs. 125I-echistatin in U87MG cells,,,
CHAF00122,CC01095,IC50,=,43.9,nM,Competitive binding vs. 125I-echistatin in U87MG cells,,,
CHAF00123,CC01096,IC50,=,14.7,nM,Competitive binding vs. 125I-echistatin in U87MG cells,,,
CHAF00124,CC00248,IC50,=,20 ± 2,nM,Displacement assay vs 125I-echistatin on U87MG cells,,,
CHAF00125,CC00215,IC50,=,8.3,nM,Competitive binding assay with 125I-echistatin,,,
CHAF00126,CC00216,IC50,=,4.8,nM,Competitive binding assay with 125I-echistatin,,,
CHAF00127,CC01009,IC50,=,69.9,nM,Binding affinity to αvβ3 integrin,,,
CHAF00128,CC01084,IC50,=,20,nM,Binding affinity to αvβ3 integrin,,,
CHAF00129,CC00208,IC50,=,74 ± 3,nM,Competitive binding vs ^125^I-echistatin on U87MG cells,,,
CHAF00130,CC00217,IC50,=,62 ± 6,nM,Competitive binding vs ^125^I-echistatin on U87MG cells,,,
CHAF00131,CC00221,IC50,=,31,nM,Displacement vs 125I-echistatin on U87MG cells,,,
CHAF00132,CC00220,IC50,=,41,nM,Displacement vs 125I-echistatin on U87MG cells,,,
CHAF00133,CC01103,IC50,=,12.1,nM,Competitive binding vs 125I-RGDyK on U87MG cells,,,
CHAF00134,CC01114,Kd,=,0.24,nM,,,,
CHAF00135,CC01115,Kd,=,0.11,nM,,,,
CHAF00136,CC01119,IC50,=,(9.3±0.4)*10^-7,M,"U87MG cells (2×10⁵/well, high αvβ3) were seeded overnight. After washing, cells were incubated with 125I-echistatin and varying concentrations (0-1000 nM) of ⁿᵃᵗGa-NODAGA-c(RGDfK) for 2h at RT. Following incubation, cells were washed, lysed with NaOH, and radioactivity measured via γ-counter. All tests were performed in duplicate with triplicate wells. IC50 was determined by nonlinear regression.",,,
CHAF00137,CC01120,IC50,=,(6.5±0.2)*10^-7,M,"U87MG cells (2×10⁵/well, high αvβ3) were seeded overnight. After washing, cells were incubated with 125I-echistatin and varying concentrations (0-1000 nM) of ⁿᵃᵗCu-NODAGA-c(RGDfK) for 2h at RT. Following incubation, cells were washed, lysed with NaOH, and radioactivity measured via γ-counter. All tests were performed in duplicate with triplicate wells. IC50 was determined by nonlinear regression.",,,
CHAF00138,CC01121,IC50,=,(4.5±0.5)*10^-7,M,"U87MG cells (2×10⁵/well, high αvβ3) were seeded overnight. After washing, cells were incubated with 125I-echistatin and varying concentrations (0-1000 nM) of ⁿᵃᵗCu-CB-TE2A-c (RGDfK) for 2h at RT. Following incubation, cells were washed, lysed with NaOH, and radioactivity measured via γ-counter. All tests were performed in duplicate with triplicate wells. IC50 was determined by nonlinear regression.",,,
CHAF00139,LIG00102,IC50,=,1.33 ± 0.09,nM,"Coat a 96-well plate with vitronectin and block. Mix c(RGDfK) with human αvβ3 integrin, add to wells and incubate. Sequentially add anti-human αvβ3 primary antibody and peroxidase-labeled secondary antibody with washing steps. Finally, add chromogen for reaction, stop with sulfuric acid, and measure absorbance at 450 nm. Determine IC50 via inhibition curve to assess affinity, with quadruplicate tests.",,,
CHAF00140,CC01065,IC50,=,0.94 ± 0.06,nM,"Coat 96-well ELISA plates with vitronectin. Block non-specific binding sites with BSA-containing buffer. Add a fixed concentration of αvβ3 integrin and a series of diluted test inhibitors to each well. Wash away unbound components. Add mouse anti-human CD51/61 antibody, POD-conjugated anti-mouse IgG, and substrate. Stop the reaction and measure absorbance at 450 nm.",,,
CHAF00141,LIG00103,kd,=,6,nM,"Vitronectin was biotinylated and dialyzed into PBS (pH 7.4). αvβ3 integrin was coated onto a 96-well plate (4°C, 1 h), blocked with 3% BSA (4°C, 1 h), and incubated with 14 nM biotinylated vitronectin plus diluted peptide (37°C, 3 h). After washing, ExtrAvidin-alkaline phosphatase (1:35000, RT, 1 h) was added. Color was developed using pNPP, and IC50 was calculated via nonlinear regression.",,,
CHAF00142,CC01137,IC50,=,3.7,nM,"Vitronectin was biotinylated and dialyzed into PBS (pH 7.4). αvβ3 integrin was coated onto a 96-well plate (4°C, 1 h), blocked with 3% BSA (4°C, 1 h), and incubated with 14 nM biotinylated vitronectin plus diluted peptide (37°C, 3 h). After washing, ExtrAvidin-alkaline phosphatase (1:35000, RT, 1 h) was added. Color was developed using pNPP, and IC50 was calculated via nonlinear regression.",,,
CHAF00143,LIG00152,IC50,=,140±11,nM,"Prepare PRP from aspirin-free human donor blood, adjust platelet concentration to 300,000/µL. For each test, incubate 400µL PRP under stirring at 37°C, add 10µL solution containing varying concentrations of bitistatin (or its derivatives) for 1min. Then induce aggregation with ADP (final concentration 10µM), record light transmission changes over 5min. Calculate IC50 via least squares fitting to evaluate affinity for αᵢᵢbβ₃.",,,
CHAF00144,CC00230,IC50,=,55 ± 11,nM,"αvβ3-positive MDA-MB-435 cells were cultured and then incubated in a filter plate with 125I-echistatin and HYNIC-tetramer. After removing unbound ligand, bound radioactivity on PVDF membranes was quantified by γ-counter.  IC50  was calculated using GraphPad Prism, with experiments performed in duplicate (triplicate wells).",,,
CHAF00145,CC00231,IC50,=,163,nM,,,,
CHAF00146,CC01143,IC50,=,9 ± 6,nM,293β3-fibrinogen (αvβ3-mediated) adhesion assay,,,
CHAF00147,CC01141,IC50,=,17 ± 5,nM,293β3-fibrinogen (αvβ3-mediated) adhesion assay,,,
CHAF00148,CC01142,IC50,=,40 ± 24,nM,293β3-fibrinogen (αvβ3-mediated) adhesion assay,,,
CHAF00149,CC01143,IC50,=,9 ± 6,nM,293β3-fibrinogen (αvβ3-mediated) adhesion assay,,,
CHAF00150,CC01144,IC50,=,57 ± 16,nM,293β3-fibrinogen (αvβ3-mediated) adhesion assay,,,
CHAF00151,CC01145,IC50,=,42 ± 17,nM,293β3-fibrinogen (αvβ3-mediated) adhesion assay,,,
CHAF00152,CC01146,IC50,=,58 ± 18,nM,293β3-fibrinogen (αvβ3-mediated) adhesion assay,,,
CHAF00153,CC01147,IC50,=,6 ± 4,nM,293β3-fibrinogen (αvβ3-mediated) adhesion assay,,,
CHAF00154,CC01148,IC50,=,15 ± 11,nM,293β3-fibrinogen (αvβ3-mediated) adhesion assay,,,
CHAF00155,CC00246,IC50,=,15.0±1.1,nM,"U87MG cells in a 96-well filter plate were incubated with 125I-echistatin and varying E{E[c(RGDfK)]₂}₂ concentrations for 2 hours at room temperature. After vacuum filtration and cold buffer washes, bound radioactivity on PVDF membranes was measured using a γ-counter. IC50 was determined via nonlinear regression with GraphPad Prism.",,,
CHAF00156,CC00236,IC50,=,2.4 ± 0.7,nM,Competitive displacement assay using 125I-c(RGDyK) as integrin-specific radioligand on integrin αvβ3-positive U87MG human glioma cells,,,
CHAF00157,CC00237,IC50,=,2.8 ± 0.5,nM,Competitive displacement assay using 125I-c(RGDyK) as integrin-specific radioligand on integrin αvβ3-positive U87MG human glioma cells,,,
CHAF00158,CC00253,Kd,=,2.2±0.6,nM,Saturation binding assay using MDA-MB-468 cells,,,
CHAF00159,CC00264,Kd,=,22,nM,Saturation binding studies using EGFR-rich cells (SMMC-7721) and Scatchard analysis,,,
CHAF00160,LIG00166,KD1,=,0.8,nM,"Based on surface plasmon resonance measurements, the equilibrium dissociation constants \(K_\text{D1}\) and \(K_\text{D2}\) of murine EGFR were 0.8 nM and 28 nM, respectively; the corresponding values for human EGFR were 0.9 nM and 28 nM.",,,
CHAF00161,LIG00166,KD2,=,28,nM,"Based on surface plasmon resonance measurements, the equilibrium dissociation constants \(K_\text{D1}\) and \(K_\text{D2}\) of murine EGFR were 0.8 nM and 28 nM, respectively; the corresponding values for human EGFR were 0.9 nM and 28 nM.",,,
CHAF00162,LIG00166,KD1,=,0.9,nM,"Based on surface plasmon resonance measurements, the equilibrium dissociation constants \(K_\text{D1}\) and \(K_\text{D2}\) of murine EGFR were 0.8 nM and 28 nM, respectively; the corresponding values for human EGFR were 0.9 nM and 28 nM.",,,
CHAF00163,LIG00166,KD2,=,28,nM,"Based on surface plasmon resonance measurements, the equilibrium dissociation constants \(K_\text{D1}\) and \(K_\text{D2}\) of murine EGFR were 0.8 nM and 28 nM, respectively; the corresponding values for human EGFR were 0.9 nM and 28 nM.",,,
CHAF00164,CC00252,Kd,=,1,nM,Saturation binding assay using 125I-panitumumab,,,
CHAF00165,LIG00186,KD,=,21 ±0,pM,Interaction Map analysis of LigandTracer sensorgrams,,,
CHAF00166,LIG00166,Kd,=,1,nM,Cell-binding assay using HCT116 cells,,,
CHAF00177,CC00410,Kd​,=,​1.7,nM,Homologous competitive binding assays were performed using AR42J tumor membranes bearing SSTr2.,,,
CHAF00178,CC00410,IC50,=,2.3,nM,Homologous competitive binding assays were performed using AR42J tumor membranes bearing SSTr2.,,,
CHAF00179,CC00377,IC50,=,0.8,nM,Homologous competitive binding assays were performed using AR42J tumor membranes bearing SSTr2.,,,
CHAF00180,CC00396,IC50,=,0.72 ± 0.12,nM,Evaluate the binding capacity of compounds to SSTR2 via competitive binding assays.,,,
CHAF00181,CC00440,Kd,=,17.8,nM,The affinity of FITC-PA1 in H520 cells was determined by competitive receptor binding assays.,,,
